Primary ID	Win001_C01	Win001_C02	Win001_C03	Win001_C04	Win001_C05	Win001_C06	Win001_C07	Win001_C08	Win001_C09	Win001_C10	Win001_C11	Win002_C01	Win002_C02	Win002_C03	Win002_C04	Win003_C01	Win003_C02	Win003_C03	Win003_C04	Win003_C05	Win003_C06	Win003_C07	Win003_C08	Win003_C09	Win004_C01	Win004_C02	Win004_C03	Win004_C04	Win004_C05	Win004_C06	Win004_C07	Win005_C01	Win005_C02	Win005_C03	Win005_C04	Win005_C05	Win005_C06	Win006_C01	Win006_C02	Win006_C03	Win006_C04	Win006_C05	Win006_C06	Win006_C07	Win006_C08	Win006_C09	Win007_C01	Win008_C01	Win008_C02	Win008_C03	Win008_C04	Win008_C05	Win009_C01	Win009_C02	Win009_C03	Win009_C04	Win009_C05	Win009_C06	Win009_C07	Win009_C08	Win010_C01	Win010_C02	Win010_C03	Win010_C04	Win010_C05	Win011_C01	Win011_C02	Win011_C03	Win011_C04	Win011_C05	Win011_C06	Win012_C01	Win012_C02	Win012_C03	Win012_C04	Win012_C05	Win012_C06	Win012_C07	Win013_C01	Win013_C02	Win013_C03	Win013_C04	Win014_C01	Win014_C02	Win014_C03	Win014_C04	Win014_C05	Win014_C06	Win015_C01	Win015_C02	Win015_C03	Win015_C04	Win015_C05	Win015_C06	Win015_C07	Win015_C08	Win016_C01	Win016_C02	Win016_C03	Win016_C04	Win016_C05	Win016_C06	Win016_C07	Win017_C01	Win017_C02	Win017_C03	Win017_C04	Win017_C05	Win017_C06	Win018_C01	Win018_C02	Win018_C03	Win019_C01	Win019_C02	Win019_C03
000	1208610	43374	146506	156429	494	4197	24581	27700	4098	0	212	4	2077	1556	8341	2389	644	8	15	55276	1114	697	784	255	691	406	2705	910	1611	146	581	3526	0	730	0	554	1754	29620	390	513	717	762	53	1539	223	1254	5464	304	969	329	3560	989	2103	537	326	42	1035	128	309	2910	0	28739	244	3340	4452	2258	1235	2887	292	13	262	1378	3672	527510	210	1551	413	1781	8520	376	107502	261	0	1749	34	3748	139	2980	353	601	128	267	2018	24705	1615	133	1469	329	492	426	43	0	11925	11	129353	437	22	134142	939	261010	189	2712	6748	4759	134049
001	24702252	1526687	3048376	976455	593444	8616071	1222846	1465585	236821	5240154	156399	1631812	2852643	72571	806775	115475	116848	391112	34693	174745	147848	142381	594453	1955463	30855	42550	140597	10444	92899	133480	7812	77034	483185	116692	59231	114420	24776	599303	72377	12750	122314	52490	143087	168460	1008	61108	2794955	159295	164788	138719	44248	46369	101589	180661	46952	3175	4063	7167	142934	46129	187853	38639	1138773	118324	61092	318893	123723	43392	69294	10346	53523	130833	17099	955	58268	406616	82932	225975	139464	13599	28357	29976	105033	47248	25989	21940	348170	32724	9065	10842	19249	2117	13432	17299	5499	10932	22508	75934	32941	17229	14436	176550	77962	23372	1702	2067	139	4741	60683	5260	1126	190283	14049	44900	771
002	27843471	1356911	3300021	848060	493207	10958049	1451300	1726811	268365	6172179	121199	1707953	3314536	83807	958350	154240	121523	410937	24600	165990	190259	185900	623749	1933669	31073	23223	133988	2097	119142	144735	14009	2832	182386	143437	57065	128024	4496	735083	107200	9700	176872	31093	220234	210364	80	78165	5235126	115975	475401	200356	32449	98015	18449	62318	49785	4096	5748	6475	361490	47540	156212	41679	3003385	190063	70117	41	308305	44398	149965	93	39760	287250	39858	1243	2353	1092811	215850	188302	378674	11580	30871	2091	293861	34428	34571	25491	5525	50886	7005	7656	2376	764	10567	473	37441	2291	4063	74	646	17842	0	197737	124117	55	4627	8747	1851	1757	50390	2093	1206	130674	4331	1606	2843
003	33683832	2491596	3170888	933894	473722	5914735	1480719	1222905	372814	4021563	206552	1254516	2345099	108496	1071891	104491	121470	417419	54545	189814	144553	164528	429596	1159833	26003	646342	130848	37287	148640	220552	11219	38345	433810	140236	818415	141463	43789	515071	99490	76742	96055	246702	62260	181416	198	17882	1513705	217512	29104	208347	79058	28459	266463	73471	47774	2700	5602	58962	25274	55165	365858	5292	360596	88648	31424	84068	24862	118331	4484	133863	136026	24880	17913	2647	11528	53156	21738	454563	56368	41413	28826	5268	7712	121065	3596	47718	123080	35812	9051	25820	3192	475	11345	948	1382	7874	1716	6623	2785	40111	3927	2333	41336	3213	5360	148	976	451	115110	3110	3182	215883	4096	4675	3
004	47457591	1935688	4461530	1159752	416063	17524794	2025803	1548852	394650	8387701	191454	2353899	3869300	92735	1445063	196586	159753	655049	65474	194240	347790	291976	767133	1979667	42557	157399	178962	7552	246611	274588	11583	7650	315692	312629	74059	261753	14841	1556715	75593	57311	295718	78168	190485	529439	34371	128030	3545052	424718	159891	298902	68558	37836	21545	281123	55371	50277	13179	79461	269617	80319	364977	87731	1261146	194984	96539	1744030	169294	81196	89582	16594	75123	159251	162838	3281	227427	451001	145159	267835	197976	28111	35506	204589	135523	40314	79561	25645	1467136	46795	11637	12837	90836	34876	27528	95662	23622	20758	35249	395148	172062	37841	76554	303087	118548	107437	4460	7439	1814	262	47939	2590	12852	170895	112824	227921	3118
005	34434346	1539952	3573783	1085378	611183	13930924	1691636	1948399	347622	7622231	190153	2238103	4072820	93167	1166467	232094	163039	497276	110065	217962	238929	255443	865722	2339475	36113	78316	144966	25671	193062	280639	15742	21055	453284	206047	89955	227778	37323	1121267	60644	23971	222495	137723	250102	312784	73944	95999	4574600	313432	305455	233690	86470	72075	17695	231100	79562	68367	12135	33234	303475	78792	252970	81423	2193882	121561	135644	772498	213432	93641	116973	23527	85863	203442	39832	903	105688	730638	171299	262752	224636	25346	37144	65834	215869	50281	34416	27864	793030	63654	10417	16181	47221	12727	14379	36673	44365	15583	27218	216987	80407	31277	41033	490286	226064	61498	3392	4894	923	3989	80227	1345	5864	164948	45808	144228	11
006	30983392	1542762	3134047	932921	492739	12007400	1502897	1747515	297134	6514236	132596	1903755	3436070	69851	944229	155668	150564	406910	43547	186402	206102	216382	613281	1739741	28362	51418	115042	6127	141135	133547	8876	50183	319325	161088	74116	135835	6007	983914	31487	1818	170400	60023	166067	282108	23236	78909	4150174	198493	291959	210457	49273	72233	25494	40874	40155	37695	2796	6661	266634	58932	197675	49351	2084663	87535	47051	1015609	268051	48865	113043	18153	62822	190047	44821	1110	141240	774675	154990	209198	319851	35796	43223	80462	194712	33724	44509	11621	947051	66524	3795	9121	68957	12281	17288	51769	24851	34871	59007	322400	103779	16010	46966	189435	209706	69104	7056	8404	3513	137	52608	3703	6207	130609	65324	109445	1171
007	35015935	1591643	3851738	1058354	963329	13729482	1691476	1690297	308273	7315064	201986	2290596	3723632	102196	1161919	131475	120149	436319	245016	202208	201209	196801	945698	2286663	40334	151140	134000	34105	158534	213236	3894	149268	597944	216396	159250	231293	45780	938839	65225	45169	140393	189792	199719	277934	94520	65088	4064951	288074	253008	228846	127474	50136	31627	178621	41747	48624	20995	43247	250876	42381	288146	134777	1929651	170919	58159	802841	157371	126974	77646	49311	60991	221036	89042	782	100183	536842	183689	309510	207999	10508	38211	41634	175091	53668	36598	14502	805295	42008	25842	8670	33853	11109	27703	57301	37169	3544	5872	186233	96872	17817	47646	817663	147307	70927	3952	3881	3406	4268	44353	3176	14293	126885	63420	316023	3706
008	29161872	2204058	3196159	961152	246016	10617827	1526421	1584432	351732	5904456	140779	1934481	3535307	69969	1049902	161288	167743	440463	34535	219315	199975	254399	687486	1814700	35018	46208	123241	24606	167719	291846	19961	44469	448447	155323	76540	139162	19071	921195	51898	21243	141852	134349	163203	285271	18250	56296	3324595	273638	224255	211444	62981	49022	34925	92222	37743	5139	5170	32589	218537	62351	286873	63557	1523614	150621	96284	444902	215347	58244	94051	48345	82183	143491	40841	1087	66419	609833	120409	224731	234328	22753	39206	47922	146516	59065	41578	27871	457147	38832	3081	17143	28903	6455	11630	18650	10654	21012	41013	135079	39623	20147	18464	164664	93724	32862	6942	5498	559	1747	70717	4205	816	175749	22509	37870	1540
009	25884494	1246020	2883037	836897	397135	12009437	1437136	1570974	297495	6228164	101588	2024468	3572908	78634	1043497	213122	142726	407645	105951	149149	206681	240612	680508	1945116	32605	29552	116619	22016	138777	176938	13399	73057	509653	185423	113873	132747	23535	1012943	50577	9108	169583	67773	151170	255747	58227	73875	3860021	246392	266102	222811	61134	53238	30731	73439	31691	40305	14521	16273	245534	77815	159289	87124	1973666	59999	90404	710533	216760	74104	84698	23938	47578	190528	47228	660	102051	696838	153146	268880	241343	35676	44640	69261	200105	28530	41945	25521	664487	41844	4380	9055	38065	10117	16701	36839	34111	21863	36654	184651	66304	15420	30067	357924	152085	54441	6106	4464	2862	1541	43189	6607	3347	118006	52304	98721	564
010	27395848	1300090	2783657	846814	344277	11209766	1393895	1540344	320801	5814021	110802	1701854	3172325	76246	973993	189097	116963	419929	81221	191486	220246	201737	589506	1799836	34815	46131	107975	19044	170862	207129	14025	27351	383920	165186	73313	210013	26948	965326	59872	15946	216815	57211	193283	278094	42931	63587	3858269	258822	278537	193322	57749	59120	10143	135997	41718	45327	10317	17410	289167	51965	190877	47113	1965134	199572	63801	809713	222915	65734	116286	35738	50575	182599	22112	908	110709	726226	152680	208172	266273	14206	48711	66119	191357	40058	45931	16040	764518	55697	9176	8731	47760	11777	12705	38099	29102	18104	31999	231635	66146	17980	41758	273277	84336	61451	4992	7971	1728	2092	49661	4501	4695	142411	47710	118637	5050
011	25239986	1238976	3075738	753641	540203	11660672	1453825	1755462	268611	6229860	148031	2092142	3500820	87588	1012997	189053	132532	371716	129154	175349	193847	188617	771911	2142354	40206	58636	103550	28437	159097	222565	20071	13198	227458	198243	109590	163038	28430	947189	45003	22488	180718	102971	220268	250929	68260	50614	4472666	242899	349404	233271	107671	72285	35266	65491	69583	71350	11862	15508	308362	79019	203558	98900	2689715	119671	85984	784564	233583	137340	117698	47381	65652	269238	37652	1027	118586	893025	214643	290160	290818	10248	46674	70465	257728	54267	16416	23640	862155	59248	9441	12237	43835	13196	17588	48071	45718	20793	36462	245795	80794	19751	40771	545973	186159	70094	7901	13527	4955	1419	53854	3299	6210	130281	69032	167589	4843
012	23714003	938501	3503283	846863	523471	11594999	1483938	1591465	249658	6455485	107257	1947534	3445901	65253	984548	195945	143583	426560	175732	132586	201457	178401	698451	2196292	32576	26044	116433	26172	156096	160341	16078	3910	164635	242345	125158	182684	46177	1027850	64700	21865	198065	71093	201000	261978	78075	83077	4715673	223094	416603	264036	75952	82609	23065	152188	39937	74733	16822	8845	353403	78251	102193	56650	2800386	168276	53620	972186	296055	109601	158787	39942	33622	290363	79059	425	155583	1006955	246846	322922	327574	7529	48928	86014	293231	14500	30807	11817	962245	39989	4300	2963	61415	14758	16816	48606	58935	21802	30134	323191	98681	8692	45779	719057	212125	73614	5898	11128	1707	1467	25936	5122	9735	118389	81407	177979	6631
013	21688537	1005300	2539436	937470	410798	8810584	1112039	1261477	210245	4915794	93710	1524768	2828877	72825	719279	90465	105036	278406	62438	138141	138535	173475	444873	1613496	22058	12210	83724	1850	95954	119485	5173	9333	99860	128888	66039	136218	15072	708401	70379	8206	114063	58209	146135	190500	257	58936	3607850	156842	278058	173576	79953	53438	3301	50603	29536	29161	824	5344	226743	33764	186733	31485	2265563	58920	18042	876785	226928	75160	107968	28924	52516	259710	15086	2466	134105	755463	231519	195738	247784	17459	47318	71177	227712	32432	40304	8734	930303	21991	8655	2565	52330	13857	18609	55023	44874	14930	31556	250944	98809	16075	46175	650064	187006	79123	5550	6926	1296	3387	46028	5649	7655	121420	69311	209273	3446
014	27002982	1071658	3097961	983073	473748	11565334	1422684	1682565	263480	6383290	121647	2015549	3573503	70865	1040559	186916	125956	389693	92064	212360	197738	194584	655184	2260640	32455	15953	120741	16047	156740	200507	17987	3902	246787	205451	82390	166431	27768	1004954	109219	24040	189526	58598	217404	287949	44079	77127	4701451	282001	365697	240737	73465	66573	22577	153262	50654	60902	5431	16309	316768	49090	153124	47578	2943002	108671	69654	1231361	270621	81627	129535	36522	45726	327226	24991	4000	169683	953955	251563	279245	322260	16109	44584	89296	271507	46797	35222	10624	1349471	49448	6436	6879	76691	17293	20802	73226	44750	21794	42975	357096	148766	14295	63349	773416	225631	103873	6641	7446	1941	1247	44428	4501	11365	180669	107920	304196	2494
015	23202349	1334614	2464106	843108	305763	7643918	1144649	1191285	229171	4625973	109248	1253712	2607451	49750	679981	122097	96948	303816	35803	134685	154358	169178	440637	1308744	15500	61070	81929	11885	109485	139076	5520	51899	356106	118562	50827	99763	914	689784	45794	14928	115842	62952	118647	167652	15374	48382	2712878	190150	155634	145355	53261	37462	1786	162128	24896	14498	1336	12882	154129	41934	254361	36112	1325277	75768	31681	466950	146988	45931	65006	16563	42886	128538	29247	365	64025	469367	93665	159479	186550	9336	47207	47524	113051	42551	24150	13948	482037	39212	7156	11606	25333	4886	10137	23113	17485	13816	21406	131325	35923	18906	17235	120589	71035	35405	6231	3629	5703	4087	83876	2519	1194	153681	24900	42071	6297
016	22115475	1131911	2929342	779751	561152	10455366	1265351	1565159	252464	5554456	129384	1854683	3202964	67249	924551	179949	129636	366118	138321	165150	181801	179138	659744	2143291	45779	26558	105074	26403	135449	164543	11044	12802	264524	168416	117405	121196	32932	875838	68682	17769	157048	84108	184489	216226	72142	62169	4599168	204169	464162	214201	81779	80146	23416	125340	44650	15115	24994	11267	319003	56207	166198	88512	2751730	137485	85991	0	273041	56395	147037	32201	50422	264590	35030	1086	3421	1018618	207273	312122	294953	10030	48432	1479	263326	50386	43896	25826	2003	52259	6467	6869	1868	690	16449	951	41043	3360	2684	221	915	17737	11	477294	372889	263	10019	7881	6059	943	61722	4813	605	118577	5379	1507	1457
017	28788657	1162096	2615454	937362	344416	3953283	1199244	937404	293245	3861096	144072	734449	2050812	60261	696540	24431	111014	282013	83452	103860	127426	138717	266630	726904	24102	272093	101055	15151	99118	88753	134	139446	305351	132055	259130	164254	11935	596172	31520	12317	86947	78617	82278	202690	215	40304	23759	1958	21527	142434	39028	1223	84534	32500	10456	1882	493	29208	26372	1352	254730	12817	497279	68407	39057	302	34279	48033	5386	27314	65615	51128	14605	1014	15575	3854	54671	217360	81883	48675	45859	90	27602	43575	4	9092	184925	23368	17000	6635	3163	302	15280	362	5042	226	806	17580	16926	8123	6557	60420	8934	7813	6660	299	980	2267	20755	4129	610	730	1773	16079	3288
018	23124248	904550	2279628	772034	388642	8880331	1125211	1177583	240642	5227291	86269	1333200	2607570	54379	732974	148824	92984	400288	43222	174574	179848	160726	445887	1481743	29120	15238	88241	10375	125464	116813	5799	14894	163873	140771	54320	103326	6028	769172	78721	14946	186244	32620	102896	233862	198	61714	2324247	206278	97377	173627	27179	25674	5197	112989	31846	40796	3179	22130	116834	52599	202268	53367	712910	75561	29410	781618	106620	34696	55651	12910	46261	68691	50736	1075	121941	292482	69184	159414	118498	36892	39595	72732	77431	27164	47765	19588	719525	39379	7247	5827	50322	12948	11507	42748	3880	19415	32623	229025	81280	18841	38413	103438	45681	59751	4316	586	520	643	38685	5416	2891	147026	54650	136809	5732
019	24107608	1084315	2679737	805204	381884	10242667	1294910	1336481	263146	5535948	90202	1507734	2964869	67387	891981	131506	135833	331473	75092	164452	197729	194566	503121	1744300	31960	29187	107952	12205	147084	163387	7157	23213	267049	158260	66184	176193	13768	871172	37938	10819	178999	67212	175153	272763	37982	67780	3786432	191821	289156	182664	32084	63188	295043	481957	48422	48926	5470	9789	298768	65293	183646	57182	2059840	124405	40862	761007	224081	63256	121946	1775	50254	189645	50531	799	112139	742598	161582	256486	220512	19588	46770	69288	195534	33945	31246	18366	747520	31090	9949	6509	44801	13077	11593	40273	31543	16337	26574	228615	66918	14757	33522	366410	128573	57930	5453	6555	4532	969	49812	6322	5363	142370	51663	148161	1845
020	23017348	1548360	3424858	891416	527026	10880644	1613491	1895923	334953	5783419	115372	2164534	3593570	65823	1042909	208348	143625	375161	78372	188166	165844	188580	818258	2322321	31396	31397	112218	35381	155517	157555	13598	1575	211987	199112	126424	140509	36194	884344	98206	11340	149515	87403	205375	219224	85069	56775	4183270	193642	343752	209000	89756	71810	18154	171324	55586	73594	18379	16710	272965	64057	160275	89638	2478291	92487	79126	1137069	313473	93334	114765	84001	49138	253716	37407	177	170033	998988	193701	266092	365214	10549	49572	73069	219413	35044	38152	20499	1269573	49449	8961	7911	90032	15454	14123	69853	36052	40293	69153	441955	127385	22451	66304	629507	95432	83369	11190	11028	1376	583	42750	4893	11210	125055	107076	228713	5850
021	21190516	1030068	2469218	816420	429267	8688948	1113116	1232864	227109	4871997	153683	1380876	2694577	62545	704528	132568	100827	273431	100845	120192	140168	155037	451745	1457793	29520	38283	68986	11062	85016	110194	3859	68279	331369	135123	70870	138695	4622	662083	38419	20284	120934	74165	124050	166027	388	52114	3013523	137162	191415	170890	44709	53052	14736	140124	45188	29567	3891	9879	184952	34745	176671	57894	1573710	139885	23176	630980	148890	52331	68982	23149	43966	186604	18598	1254	90624	527418	138597	209572	200872	5442	49294	48106	159386	34619	22480	18986	652409	35574	1892	11214	32184	8416	14509	38977	24915	21040	32405	152941	79396	12137	35136	303459	94826	50109	12572	2800	8007	766	70788	2361	2485	118139	49064	157191	1127
022	25425350	1281454	2460037	823260	359235	9712990	1242068	1326596	259873	5586651	108945	1505865	3043785	69698	789942	177025	94289	351066	51440	165819	179255	205025	468007	1508369	22493	35851	85554	8754	140371	128065	8461	86452	454810	148017	53719	144478	9300	848560	63824	3487	153408	37554	136219	199273	50	76008	3199257	258487	183549	167314	42079	42752	11419	24087	34051	23276	1204	14135	195434	43851	196413	67108	1485834	98640	26566	449747	149099	59207	71403	19939	53685	157256	28429	656	61702	551579	110154	180106	204141	24238	54420	44118	152766	37821	31697	27814	390054	41173	6607	12559	22239	6359	12282	13356	16245	9431	15987	108694	34760	20190	17945	100236	110607	31297	4558	1799	8088	3196	54821	4183	815	139922	25213	40085	1514
023	26404033	893075	3285506	922102	498781	13565954	1517160	1707749	287998	6633567	127698	2064015	3642700	79801	1131556	217796	155707	430198	183895	148122	223218	204747	707896	2149978	40911	25303	116252	16941	155140	162370	6050	3081	132105	210515	121463	199703	22061	1084575	69026	22723	192982	77596	214869	329826	67426	68772	5327150	248858	478908	279443	96385	96082	33826	73637	40749	64735	15584	20845	435824	74470	124766	104096	3400185	142031	59973	843017	312342	61951	170226	27622	32033	360018	33186	1222	128476	1129265	307008	313446	361136	22407	52090	83957	331219	21906	68633	9509	833893	57353	7827	3801	42861	18119	24364	41105	61024	18796	27455	207531	74432	26218	32693	821923	198610	60491	8924	9866	9727	1995	27441	6537	4109	113246	61256	130230	4836
024	28382526	1053695	2901192	958925	430333	11327205	1438832	1474721	259637	6566846	108298	1568332	3229410	71562	870696	158367	115044	356836	63062	174567	197707	197542	551278	1660858	26343	31683	97160	3324	143192	178650	13481	7998	237571	196914	48345	133544	13629	956210	20286	18941	178437	38594	177826	287527	180	88359	4132648	199384	315515	216504	77809	57774	3260	127087	27175	53502	3106	9996	338462	64824	188379	44918	2239306	120236	29679	1032253	245242	62032	118821	13008	50723	235747	21549	1155	140005	784290	190483	196572	243340	32038	56538	96895	225781	31533	46754	14280	951545	39057	6151	9326	54993	16380	9647	45995	26073	21876	37508	262581	92349	19513	43651	389351	152303	70974	7409	8516	4616	650	45086	4536	7103	161045	60383	153161	1
025	39227545	1888192	4759929	1386024	589646	17838976	2359134	2650526	498047	9426866	169229	2839385	5086526	83122	1642182	226413	230106	554418	74737	214049	243394	296877	1055338	2783581	63500	9465	179127	24845	225690	326459	40536	132	128030	271717	122754	215372	40652	1535390	89908	4819	253165	112591	348250	415470	86973	121353	6975089	396929	610253	345444	110073	112852	38851	141450	76778	99829	37531	31059	495417	94152	211223	153474	4214497	217948	108915	1209579	396481	112183	200847	45389	65804	377648	35260	1384	194973	1533135	342759	350169	585614	57611	65817	106739	406599	49060	19756	25421	1297768	64153	5500	11818	73021	22729	19595	70756	41130	44967	83453	391820	117457	21568	52631	645760	240091	93079	10131	20003	4493	1138	64879	8457	8285	153254	91097	144673	5268
026	25137276	1244210	3652634	948826	1008034	12914013	1583568	1806176	284280	6723113	188370	2633605	3643940	109100	981748	145617	129720	382797	441801	148407	143265	148075	966631	2251954	30909	64278	126650	37657	111145	96141	4175	50612	296446	186790	308960	225351	49205	729811	93880	14618	122145	89031	182759	173032	125556	45322	4296599	155319	386180	217564	82731	58270	28918	126246	28076	67033	9751	5673	253602	38926	126714	102751	2480481	150167	81446	803180	250160	137809	123275	74717	35741	362155	41063	2256	129632	814477	290587	412018	318425	5688	62001	54068	263241	35101	10119	20756	797594	46905	16806	3597	38238	14381	35265	60091	66123	11652	27040	198437	110595	3617	42808	1401142	169834	72058	12351	8280	10191	1482	43357	4251	14178	92969	77352	344120	5842
027	29479394	1452293	4268532	944752	970249	14146772	1712550	2361139	317740	7519413	147042	2731353	4384735	99952	1200917	257257	189290	476235	245824	208178	203174	200679	1036160	2889150	41180	63958	141295	31817	165095	159829	20617	3533	163973	201118	200734	185481	85868	1029829	148229	37258	190241	71217	239201	226024	147173	66186	5637795	227145	516641	276990	157699	89822	37896	81568	70117	104984	24285	16275	316020	56901	157069	112620	3244501	136211	114097	1063595	341761	141546	143834	82298	55658	344383	67438	2700	172732	1118422	292982	349595	426809	919	48671	79643	309543	26723	28484	17805	1144106	30230	8919	7970	62673	16134	17102	64214	63959	35658	60125	332006	131724	16147	49804	1071414	198399	82519	7983	15519	8483	3573	47161	6345	15294	107171	77168	300584	5518
028	36741567	1734850	4884660	1106951	858058	18150169	2170217	2773099	394891	9007060	137558	3209432	5169168	111286	1521910	316022	219783	537045	262717	234142	245813	284216	1235119	3297886	46044	48025	173469	52362	233236	256612	21061	3548	162305	349513	193050	253366	63987	1436571	57137	26553	234375	112266	324730	336863	176980	109750	7610343	386414	732821	372952	133032	118759	64467	153810	74737	171804	53256	25533	533361	76408	177303	179919	5169193	203065	122384	1757354	460737	166911	228628	62233	48385	478371	70392	898	250372	1772235	443562	432059	619213	42793	59977	120863	469741	39007	48857	28839	1849890	79827	11510	10178	89648	26369	24406	92192	93062	43720	81043	511001	179827	18072	77814	1622122	348282	124598	6962	20851	18002	2518	43798	3988	18889	118472	126321	386828	4854
029	34971651	1697863	3594471	1139193	664006	14609175	1734124	1900982	375529	7983614	154352	2316151	4150418	95126	1192559	237022	159457	512692	145136	227091	239315	256154	855896	2290678	35593	111526	115804	39426	188528	218971	11895	58311	611797	223554	116734	177927	28873	1147905	82529	26289	184579	115626	217989	302459	76258	60266	4583032	363950	298121	264624	103219	69037	20883	81578	59622	55933	23686	27763	299213	66781	251963	85657	2314241	148565	102333	860350	215843	85342	117944	15054	65984	218588	23894	596	116741	773361	189187	337447	264923	19715	57056	70831	210944	46837	43354	20941	767757	41040	5549	8429	36319	12124	26956	41016	40136	16058	27254	215052	73655	24292	40583	460426	127096	58411	10963	8126	19015	3881	64889	5390	5547	142289	61135	158446	2151
030	36155568	1633495	4070802	1104338	695324	14956650	1839955	2283770	330608	8136564	167023	2391499	4366335	98490	1321864	215241	172261	529092	121375	228587	255991	269694	940731	2790748	45961	55304	144103	25254	188962	284304	11458	29325	335688	246521	124869	240252	40491	1315620	39651	28090	232442	96264	312221	338780	92034	88176	7041737	298246	715875	299110	130324	148259	47541	135278	65845	21995	32060	19879	513242	77014	260432	126665	4573862	204474	144270	81	373163	139577	220595	39770	83278	396529	61368	2360	2486	1525072	323981	368845	449839	17463	66177	4774	428974	68297	53244	28686	4476	42884	9097	13651	1388	189	19191	1812	49119	5350	5863	157	2184	28217	912	681010	230726	0	8475	20654	11776	150	69035	5463	1165	173001	1947	2590	4798
031	40828622	2155462	3417966	1158115	756688	7489167	1583095	1705373	367785	7096675	231912	1102343	3273655	98886	1091063	142856	130589	436987	95858	232673	254020	266283	487803	1553328	32481	335044	143140	28786	154965	243392	4558	123834	654566	248924	242251	332293	31262	1081138	97036	64438	200615	147628	142309	369355	53324	79869	2487294	335157	51197	213615	66780	35169	109484	26261	45897	14522	8116	86415	70472	50826	439363	131704	767493	112387	48164	228585	48929	171375	24222	140808	103097	85348	30769	2483	38614	123771	63822	340185	109109	7392	47693	17459	36185	75179	23565	31506	294841	41752	13005	14204	5908	4013	19510	11483	10935	3000	2783	37095	13509	30287	8934	49809	98926	11444	8655	240	16102	1160	86924	5889	2183	156098	6461	24309	5665
032	36686153	1449277	3561875	1097963	584927	15307475	1788672	1851182	373335	8518461	126537	2290384	4227937	84940	1261866	223576	176988	574099	109177	234165	285768	274040	768758	2342200	42690	36761	144535	26216	248125	235017	18029	12488	345187	245151	84658	254439	12678	1395735	86374	33086	261379	73520	212428	372028	74831	74336	3556311	366070	156190	272971	95190	44000	26996	184483	68875	65679	37932	64656	194361	97695	277429	152306	1001466	133046	109666	1066394	130516	118287	64275	30043	62403	99586	61476	3634	157857	389753	72605	235772	123241	13027	53526	110430	89193	41801	64273	26520	897395	21173	10920	9423	50522	20267	20046	50092	11910	29231	50640	248046	80394	24641	44786	130224	128593	68486	6906	1146	11261	2726	38618	5557	5776	127210	70390	150915	1701
033	15848031	1154607	2605910	590036	779867	7732681	1221288	1158914	249745	3462964	137099	2120063	2492472	82417	670933	129087	109200	212831	280000	123200	90522	130014	830862	1739800	13788	15688	90461	95333	77416	78574	7607	20767	276924	94046	418728	162035	63594	369053	73129	45376	43551	182851	75674	115987	117916	35060	2284079	78556	246977	191024	116326	50338	90562	148084	25134	40463	23000	3111	115188	33474	144634	76000	1132523	69840	30017	357223	134943	122283	55576	243921	44772	135436	33743	2214	70641	416060	102503	491053	175054	2648	48374	27148	107423	39599	19471	21260	405835	44482	7916	7376	21533	2474	18688	27570	36537	13693	23379	102342	38076	16287	24519	912105	112850	44884	7327	1569	5108	984	61178	4993	6556	114380	44817	266427	1916
034	22450740	1459995	3064743	856082	612541	10893448	1385285	1666032	271931	5609677	160273	2319025	3441691	97263	1001767	194789	137889	346824	213594	181604	140596	194524	912729	2209357	34542	31664	113025	58647	130669	199157	17133	71011	547773	189958	237656	168473	61667	797786	53232	44339	104018	159687	170940	196349	1811	17499	3503827	238743	275236	216127	86778	56095	39260	181520	52696	53721	38418	23266	215800	62728	230673	133683	1855162	107998	75148	712731	176313	103994	79589	99799	61933	196557	110206	1107	90688	590061	159195	421759	198692	9291	37895	56361	179558	65274	24345	35128	760504	63329	13218	13408	36306	11690	13877	46852	49679	20956	35447	179930	69013	28182	44417	977518	151827	65794	6172	2609	10390	1135	93763	7541	10965	134536	68777	295977	2688
035	24069247	1182418	2668389	799967	373162	10087991	1239990	1405668	248996	5322295	121232	1527697	2942190	69678	805311	143316	116617	320703	84555	141685	178809	168489	540387	1691661	47250	30632	90897	8815	133584	160318	7483	18366	356823	153880	76422	143584	9848	878176	42111	18714	162116	41846	177424	232873	19367	67079	3692069	179684	265201	190102	61005	65209	14168	110637	39682	68998	3586	12216	268383	63743	173158	40069	1988780	85741	48329	951133	215189	95354	107965	33970	40204	190093	45999	868	141384	720889	158531	205035	282547	16392	50518	80744	199834	32186	41238	18298	975037	40968	7718	6286	55970	16718	20742	61137	29145	25833	45237	272242	105056	20086	50388	330144	106033	76172	6018	1563	11839	1393	43961	2981	6208	139590	76078	163483	7343
036	26943289	1239318	2604020	833310	349292	11402031	1306721	1523318	280540	6265568	94502	1706782	3448359	75047	927578	198326	124973	381353	60180	168559	189633	227396	485263	1740335	28054	95162	100233	14027	147120	174270	7592	58640	500844	159472	60170	147179	5358	979585	73471	5198	184767	27974	145826	268824	29308	79510	3944044	326327	264000	173133	78352	58454	14403	37545	33213	32745	777	13567	277008	47938	184246	58219	2082596	80894	49372	650447	183765	61320	108030	17777	33710	197138	39558	766	92611	706464	166228	178717	233957	57814	50155	61084	208208	31130	51970	13840	585613	43653	4985	9530	33663	11827	11933	28668	33476	16301	34700	167921	59165	16713	27498	304147	121849	44859	9766	6072	7390	3805	44981	6048	2296	126760	39907	75669	1869
