Primary ID	Win001_C01	Win001_C02	Win001_C03	Win001_C04	Win001_C05	Win001_C06	Win001_C07	Win001_C08	Win001_C09	Win001_C10	Win001_C11	Win002_C01	Win002_C02	Win002_C03	Win002_C04	Win003_C01	Win003_C02	Win003_C03	Win003_C04	Win003_C05	Win003_C06	Win003_C07	Win003_C08	Win003_C09	Win004_C01	Win004_C02	Win004_C03	Win004_C04	Win004_C05	Win004_C06	Win004_C07	Win005_C01	Win005_C02	Win005_C03	Win005_C04	Win005_C05	Win005_C06	Win006_C01	Win006_C02	Win006_C03	Win006_C04	Win006_C05	Win006_C06	Win006_C07	Win006_C08	Win006_C09	Win007_C01	Win008_C01	Win008_C02	Win008_C03	Win008_C04	Win008_C05	Win009_C01	Win009_C02	Win009_C03	Win009_C04	Win009_C05	Win009_C06	Win009_C07	Win009_C08	Win010_C01	Win010_C02	Win010_C03	Win010_C04	Win010_C05	Win011_C01	Win011_C02	Win011_C03	Win011_C04	Win011_C05	Win011_C06	Win012_C01	Win012_C02	Win012_C03	Win012_C04	Win012_C05	Win012_C06	Win012_C07	Win013_C01	Win013_C02	Win013_C03	Win013_C04	Win014_C01	Win014_C02	Win014_C03	Win014_C04	Win014_C05	Win014_C06	Win015_C01	Win015_C02	Win015_C03	Win015_C04	Win015_C05	Win015_C06	Win015_C07	Win015_C08	Win016_C01	Win016_C02	Win016_C03	Win016_C04	Win016_C05	Win016_C06	Win016_C07	Win017_C01	Win017_C02	Win017_C03	Win017_C04	Win017_C05	Win017_C06	Win018_C01	Win018_C02	Win018_C03	Win019_C01	Win019_C02	Win019_C03
073	36023699	1616867	5021351	1172556	940202	15456088	2068624	2029597	334088	7735050	497642	3602175	3389398	128342	1346705	180342	173063	578856	455020	195595	198978	266987	1198644	2583288	54013	561215	175203	85681	183348	226248	22144	8601	235242	255824	307049	389512	105964	873525	62404	82309	138896	280600	192380	214811	176510	61903	3525153	292231	263083	284284	181911	80589	118468	7713	59416	81380	72458	167260	215523	86617	840925	266291	1612258	104560	69488	1053230	138976	233784	82128	203349	117557	200678	225788	15166	186820	505702	138082	531991	206240	32070	39058	105066	129782	92449	49034	26058	1153921	55948	14000	11174	68730	19267	55993	74935	27462	23144	35261	318849	97525	78544	64661	551460	149244	94687	3415	18834	669	2315	6209	3537	17488	124935	105488	354273	894
074	26799901	1534106	4485801	806538	929462	10482651	1682853	1731675	273542	5305789	425703	2590900	2562960	108382	926410	120514	129059	445321	373060	187827	122294	206362	950005	2169583	27602	370139	118820	85035	107282	140325	7704	48782	397922	141028	323055	261473	119019	498321	96959	111768	87822	209376	160441	180111	128947	35379	3901959	140580	488886	252719	128573	77482	95956	4153	59907	4784	28619	36737	234593	47091	475023	121868	2478747	131570	63975	151	259331	123965	114760	145878	113073	309723	173281	5459	4769	837921	220807	545719	342736	14825	47808	1848	203103	74095	43960	24395	740	43655	15441	6109	600	878	50278	1068	58497	1581	4387	185	2605	64577	210	1000152	193458	20	7703	13159	3144	410	6354	3576	1228	105337	2712	2780	6540
075	25205617	1356708	4705700	829623	1090332	11291962	1643402	1865423	287473	5151714	462176	3005611	2660156	119896	908364	123353	113597	389283	514645	188525	106021	176543	1049990	2343349	32589	345527	151103	71412	98326	98183	7784	4699	201322	137198	507286	195401	107954	431630	94015	108686	78206	157712	136356	142250	212010	11898	3566725	143507	434460	252782	159098	73559	88395	1327	45678	52048	19549	24194	200766	39660	266883	110938	2258252	140511	57745	545799	241924	140794	91340	188109	77540	309606	136792	7863	118916	764972	256005	500196	311662	8957	44030	35962	183418	83266	40167	22305	619895	67965	11634	8172	40613	6359	62683	47183	73958	16045	30408	186990	76159	46813	46951	1387983	192732	56917	9216	11073	4650	1255	4452	4934	10675	114515	81072	307623	1384
076	30943148	1937577	5645805	944043	914744	12298579	2138564	2285518	315917	5551083	467012	3430233	2953546	117518	1145482	135259	162088	474538	460902	162775	130663	152362	1211706	2633353	42842	320886	150091	100485	112566	138964	18645	18920	304331	173160	531499	183085	54672	555266	102117	81861	90626	206875	151153	185611	184120	17594	4111749	142883	539306	276628	189671	89969	148700	3778	58304	98782	32348	55897	215276	54657	312340	125171	2654956	154188	71654	919816	325127	156496	95574	163186	90792	321044	95050	6565	190407	943157	233294	584275	426688	24619	38232	52943	199815	59931	27047	18974	1052705	58973	16058	2271	74641	9321	62200	85327	56640	47149	90109	367770	143394	86041	66537	573938	1039062	77985	6318	18647	6564	802	5717	5001	17107	123165	129776	283669	2564
077	26150467	1338998	4725177	878020	933516	11247718	1702609	1983811	292351	5028092	351542	2895763	2765225	108583	926633	115241	140395	392585	413533	138546	102738	154955	1041549	2442804	42170	280436	140681	96193	117366	95100	10489	29686	270570	127078	473696	213771	74712	515910	52252	74666	92986	157893	158058	145295	154084	28154	3637600	117478	451280	249427	150715	81327	118466	1489	45940	74272	7907	44207	183149	46567	245114	122145	2258928	103256	47151	865485	257364	136943	87136	153116	60438	274622	121180	4517	168220	824445	197594	527624	345089	17444	43528	55049	180004	55792	38535	16410	973849	67735	14326	5732	73213	10242	54590	84081	52150	42539	70795	333171	139965	48544	66972	951574	350304	76830	9135	15297	3197	3216	5878	3342	17927	112154	111874	395629	4172
078	33967575	1723887	6020220	928592	1239045	16651781	2285542	2867368	437534	7445516	510414	4534675	3983108	133574	1524795	232597	246666	576487	690781	239860	177715	243350	1586738	3578759	60199	502027	187920	212707	151557	294676	52022	11915	321372	236238	671962	255552	154274	793434	148952	183754	138628	287897	200039	241403	403689	26212	5277376	194393	704774	395648	202022	124677	186132	533	81104	53721	157365	75351	291916	83310	444071	253536	3091260	184174	114045	440957	343320	231849	128900	201420	147459	312242	186511	4629	102796	1172115	244570	826438	378693	13120	46862	39448	250454	102195	55011	29706	483246	84247	15159	11690	32237	10065	71698	33754	81232	23474	36057	162899	46439	86907	29763	1269621	258006	44871	7938	34559	4383	3264	8274	6002	6671	144607	76532	159206	2005
079	30672795	1467923	6347300	1047387	1452332	16918403	2169376	2637363	409400	6955059	607487	4445327	3569998	180440	1507126	183320	191570	472773	888357	202699	149519	195200	1587458	3297742	49005	392915	183972	209664	158566	213260	43303	13401	257952	247106	852744	197451	139608	666454	114385	182264	98485	256043	177847	211978	359771	25083	5794391	260768	858373	357544	295943	137923	184112	43431	55299	68602	102173	55036	353486	65838	296752	262360	4258455	137567	82489	409264	371117	205286	149706	138521	83102	454125	294017	11995	93199	1356023	411779	794954	489577	20710	54855	35376	367671	105262	40029	25702	426323	92703	22622	9067	28126	5224	86112	43938	144088	15516	32684	127600	55658	62905	36294	3497646	310157	50928	5284	29782	4103	1684	5099	8342	9669	103796	67257	224784	1411
080	27822516	2169551	6037981	864870	1365520	12815692	1985301	2451141	393608	5786922	494236	3895641	3234224	147072	1191094	186071	175139	488510	932518	195618	109056	181260	1502231	3249095	39881	331349	155439	225215	128160	199122	44545	51746	501669	193980	767496	233700	152736	546935	51201	240299	74266	300046	126976	165813	435023	32307	4181738	187000	570094	350824	194851	102259	150905	855	58048	87983	126237	49016	217070	78644	435426	242754	2593804	137808	109782	652487	301585	262465	103907	175624	126404	304777	222898	3968	154230	945677	219423	910626	300622	24076	47142	39445	216668	101682	61726	32772	707032	68410	16184	8013	64963	7907	67656	60905	92285	19332	37094	269013	71960	70400	47068	1762666	342586	64361	5792	16959	8091	119	6616	7993	19336	123713	101593	384363	4474
081	24453576	1010165	4983704	793597	965481	12575399	1793064	2221873	254793	5348911	363567	3252456	2703330	111418	1031385	131167	122668	396511	550310	130287	113811	138620	1081647	2492333	34924	279394	123954	102107	88384	160768	17306	3803	37492	189744	565976	179534	98333	472061	119583	93568	102419	174138	186352	153382	222808	17273	4465347	88144	645798	260338	183810	123309	117454	7009	39275	60611	44003	19181	258725	51059	159096	122239	3048407	107874	45194	531552	350298	163161	117567	88211	42714	383832	129449	9879	118244	1136553	282885	495181	423007	68465	40934	28668	258665	52569	13266	17947	569745	46195	21733	8282	41702	8188	59988	45287	78773	23927	33251	217739	80381	31976	37398	1391880	149815	50728	10093	13785	2513	2757	3762	4119	9201	111986	73661	216471	3156
082	23702121	1037598	4804877	866819	1050230	12689408	1708371	2220319	287826	5417986	316059	3376894	2702407	119499	986920	150237	126880	363481	487578	103092	103480	149297	1088204	2388424	30739	274595	141403	78352	108949	132567	21810	1504	28681	118315	623126	128478	90619	408036	105518	84672	83584	178658	150269	133214	206985	24031	4577735	0	671006	268005	204707	121927	135092	2536	69139	88149	18034	24164	272283	58486	177731	115316	3142936	159900	73000	567463	361860	139947	124308	111129	54423	348403	108544	10500	113259	1086720	306160	488888	437771	18847	44862	36384	253827	59438	16243	16443	594524	38866	14155	2552	45778	8056	64426	51838	101162	26285	49333	208500	83523	38469	39018	1582344	331468	55443	9506	23814	4532	533	8979	4688	13939	125882	69182	271571	1958
083	23692525	1112568	5165633	720440	1130751	12587197	1841946	2210222	265776	5256548	399127	3511621	2733266	116216	1002186	150111	130089	398852	752430	95878	98937	147406	1162708	2429402	35770	177894	142901	85054	104151	106410	19356	2614	23792	159150	709938	172584	111117	460276	54533	86098	72065	186381	167630	125973	228959	15041	4374488	120408	626301	274868	205284	111058	154599	2293	29993	101127	30910	21532	268295	43967	145931	122454	3133898	131034	74574	814848	333420	192147	128105	108232	44939	401537	164270	5317	156249	970907	300166	501592	429363	28072	44679	39679	238796	52129	11145	13224	879136	93023	11731	1981	59142	8038	69944	74097	84135	32109	67166	295170	131002	26847	57475	1933076	266481	74395	5055	20498	8369	4333	9217	1555	19190	75970	103085	471612	3807
084	25061745	1088463	4931929	770578	976835	12134622	1766817	2114782	252649	5393919	340008	3192112	2605872	116233	962535	124988	144564	389725	459302	142171	117364	147093	1021259	2288725	38766	162744	142120	78448	106928	99744	16158	1336	42596	152644	533135	179854	65897	502875	69170	74881	87085	217111	170531	145393	162621	32465	4261736	91278	609030	242314	174628	105020	88083	5398	32014	3938	17868	7362	262286	66328	163467	101220	2998886	119636	83099	776609	327805	135637	116622	78573	55184	345820	134260	9891	149530	1056708	283621	489981	412593	61821	44922	42709	218453	51324	16659	13923	834981	70423	17961	2081	57128	5531	67359	71004	89921	33562	60248	311293	113616	41001	54500	1426212	280054	71669	7300	22616	3927	651	11194	5459	16838	94950	99493	370154	4367
085	36148834	2086369	5762134	1011242	875579	14026627	2311519	2502367	410214	7383286	453084	3555199	3674658	126603	1523396	191317	189430	608614	338500	196999	193328	242906	1370477	2921817	50486	381495	185911	69987	193012	225458	29679	1239	301787	234834	356934	290450	92362	878647	72144	159575	149759	230741	194936	222921	152333	54453	4785604	164844	538547	332204	180481	109563	129504	309	64844	64207	66698	77849	291503	87007	495822	184266	2985171	163168	110239	817550	338058	217999	114681	205250	136197	288319	66607	6406	155411	1102312	219079	633945	468776	28641	49417	65291	223851	90407	36960	34733	913031	65922	8741	9125	62956	11289	64484	57894	54149	40336	76771	309050	85793	77381	56035	688900	291339	74287	8745	24781	1197	890	10522	5150	12237	137296	83309	180388	4466
086	24558594	1357751	4453412	734060	1118767	6611778	1570085	1814323	294042	4659098	412678	1729752	2233885	121106	804981	102344	121445	330937	460586	129941	111891	161946	745798	1761043	48343	512436	128285	78808	94317	200589	13096	18455	253670	157864	731105	191974	84310	466826	80036	138367	78469	115860	146924	139731	152302	30451	2524817	117069	210251	187117	214930	51912	157485	998	45342	59870	18385	76419	94451	43011	398982	112229	1288629	84252	48320	237346	92347	202560	43325	194546	117914	147143	408513	7412	58422	238557	93650	481893	145140	13561	45738	29183	71172	64533	24014	17269	223597	53561	11690	7662	15244	2229	39469	21433	30133	6244	8498	66821	28206	71749	21014	319678	119576	23528	10773	4281	6133	2965	10084	4419	4125	116950	82261	149214	1058
087	32535488	1737377	5029360	938309	1118448	14128042	1958956	1884288	341283	7100606	538139	3607462	3138510	152177	1189016	139811	161825	509979	608844	185762	171584	223390	1139351	2507847	37498	655441	142923	98496	177556	213988	19978	39958	450610	231275	382590	334318	89864	787126	83262	202748	113428	299280	163536	207552	166150	71993	3101154	228335	261397	260669	182387	49797	108621	5478	52148	78301	60255	199636	190485	64820	970621	172252	1441738	82913	85330	896588	129893	228008	85499	162630	128223	175298	359524	10377	166862	401438	128211	562105	194756	16767	43614	73360	113885	88582	62675	26179	968029	64974	17927	5629	51072	15143	69778	72451	38448	14931	33115	220621	94017	77232	57881	643015	228201	78794	8775	8394	10602	3671	8201	6207	17038	88762	106602	447021	691
088	28401554	1400510	4633807	825430	956622	11578382	1786343	1833241	269576	5921611	506802	2927729	2715586	119384	1003621	143547	130351	422995	526882	180470	131613	208732	1014222	2211432	46824	321501	127082	71974	124755	135378	10488	34786	290491	141679	363609	256459	68634	563539	122496	119297	112616	200185	180991	185863	134122	30865	4332457	185724	556712	280218	152594	99675	105062	505	40057	11577	29557	26786	297972	50583	322086	124272	2895522	103352	83407	1	269833	145077	120825	96815	85747	305324	137445	4007	3694	945609	232173	557860	355745	11560	47575	2343	208749	58623	26035	24788	1743	58358	12546	5115	1393	778	62202	565	62987	4210	3204	10	1861	59870	547	1037732	171495	322	9813	21357	12699	1836	4709	6677	765	94361	8419	899	6641
089	31156721	1638075	5712783	930530	1259123	14915366	2078801	2561570	380298	7127057	450915	4074001	3575562	131060	1363642	208882	182455	496366	593714	175962	146125	210267	1501499	3205682	48895	352293	159891	149649	130217	183727	35488	38753	309686	217118	607992	219908	117633	685214	130688	139344	121268	218996	175121	225323	344023	18071	4938381	245794	656935	359645	182809	113335	143124	145	66280	100687	77837	41454	307522	62479	322299	229168	3294371	174544	129785	847965	334209	252653	122854	235946	104617	314850	172572	15460	175500	1124505	274042	719209	379342	9620	43430	59745	229121	96602	21367	28505	897893	79541	10071	1867	56214	10656	88697	72633	86430	32223	62232	296074	97666	59888	58116	1678504	206082	78441	8519	22056	12597	3570	2984	8953	19033	107368	122095	351928	3810
090	28863424	1801687	5169265	853770	1223821	12530784	1853262	2186526	363570	5550997	458508	3477441	3057421	134759	1078749	187044	153183	479873	390485	200241	121842	207832	1355569	2851584	51251	230968	153598	156769	124928	209436	30333	9948	298526	176751	621221	229476	165605	553479	144331	219758	68605	279963	138350	151043	300482	22584	4056951	205464	512550	312635	262765	89027	169436	60	62862	13	92027	80355	215005	46183	418204	220714	2614195	96323	84361	986917	256404	225346	74934	688010	140510	301948	123767	10509	195587	874667	226836	682816	308765	12101	47554	43926	209498	123296	64501	42181	1072807	81620	23905	9983	69023	11095	64627	90750	100598	31450	50110	367161	72706	110463	91106	1992942	262704	87752	8219	17514	11897	2970	8488	1903	31062	120841	123415	716472	7912
091	22943095	1475448	4765904	833453	996863	11752730	1679823	1895424	336990	5278112	479976	3201802	2837503	143781	1124732	167498	145801	389876	658898	187817	117130	219311	1262659	2661349	37348	405940	138756	153795	129254	195577	33937	51703	470636	218145	605270	274240	130750	574156	116954	246484	75601	252710	133410	160695	340109	28253	3860551	193424	540409	302672	168600	106392	145634	856	46771	107696	115773	72897	242115	60186	383310	243924	2795045	112979	122287	1050509	267668	267461	87533	380487	120400	311146	384432	6009	216657	906089	262637	776258	344932	8719	50583	58799	235808	102277	34827	26224	1314439	102548	21794	8265	70605	13603	81179	108723	112530	27755	54045	389528	112725	62591	114465	2980390	210040	119194	8961	29733	11649	1898	6217	5663	29304	113453	145916	915117	7234
092	19123927	956036	3430543	636032	588452	9253541	1341126	1532544	206119	4205259	310817	2417868	2144191	72326	814057	154983	103557	332753	413969	105775	102649	134774	753381	1859084	34214	218135	114809	58906	77141	93435	5836	4062	124836	110181	372904	171652	41770	439230	33146	55969	71341	100111	116847	117457	101989	46702	3129931	83496	382883	218192	130490	76158	79022	504	50795	50849	8733	23625	197108	42297	204976	71414	1894839	126536	31684	273523	237710	88586	103739	114300	56103	252829	71967	4845	69162	720618	172411	383585	307635	18495	48449	26792	167539	47953	20915	19981	302848	41237	9020	2612	21946	4012	47226	23065	44035	15198	31647	98569	37037	46497	18721	670150	132843	28419	8039	12717	9368	2224	3391	5998	3286	92388	44604	84619	3498
093	22815695	1036478	5068274	858789	968813	12732978	1791413	2016353	278636	5740606	440501	3303014	2884556	140946	1205715	170326	149917	422873	892245	150150	128967	144949	1243280	2827514	33676	333145	146330	141196	141902	132995	25513	252	218627	220210	633890	229304	83780	597698	74845	218916	107552	222843	146594	187854	332945	27049	4585005	180164	678903	306318	192249	117196	142533	1440	66613	56510	128081	36316	295134	57627	215977	245297	3401128	179872	86971	313373	314719	237283	116935	105890	58351	436141	322397	11162	79581	1181182	364203	720153	447708	9512	43291	29714	316438	81816	25194	26354	358448	96202	20243	10340	19925	4308	79549	32960	111096	13258	25811	110548	54984	57113	28301	2565214	334112	41170	7398	21369	9017	2926	3975	5875	4882	109536	61029	157973	6577
094	19955190	1083143	4121190	709565	842669	10498074	1545722	1856435	259223	4796639	275767	2791322	2523038	103012	923148	169352	132192	372585	557263	121202	103377	126453	1000907	2360085	37145	308857	123128	123917	100665	124597	20102	5797	219058	147658	497159	218268	102124	487328	108442	123853	98132	148359	170350	126897	217820	26702	3803632	137205	568154	237574	181936	86231	112882	2281	43270	61020	39770	36787	253545	46551	229841	161949	2502971	70819	86784	642464	293565	186358	96964	82856	62042	331952	137114	6390	143510	939177	262378	570161	363707	18671	49771	46058	239316	53052	42408	22453	787110	80694	14555	4352	53156	9136	67145	62948	92902	28726	58022	270928	105570	47829	52311	1758359	235207	77241	9729	14469	10600	4934	5964	3812	19256	99764	104666	359977	3067
095	26443785	1123415	5089566	798712	1021950	13973691	1873907	2420976	311745	5920862	349372	3601244	2932822	126346	1161996	174887	154164	420705	489585	127891	117767	156736	1103406	2558693	42086	171984	140165	94297	97279	191272	22949	1161	27907	164764	562561	164051	78142	499067	63325	69618	92355	151173	200955	158212	202646	16341	5467074	127994	816341	295839	220936	147470	148906	1730	57835	95528	42424	48568	353949	52283	190030	138911	3939335	151178	70544	720785	426018	178963	162929	152978	41685	451767	101711	7519	147695	1301055	348836	529447	572883	32499	46317	47267	315965	55303	23061	22013	716979	60088	12268	8456	44140	7740	61080	58804	102550	28346	63613	263758	97813	43611	47823	1868849	241180	73554	11233	25016	13999	2319	8965	7347	14834	115102	97397	283292	2074
096	25922226	1037942	4884504	889945	974852	13107370	1839399	2113744	269418	5590440	431242	3394718	2704931	114027	1056917	121838	132963	393370	597228	143219	108101	162076	1099775	2462056	42872	254585	134643	19245	121425	124866	11305	1860	81282	150648	549748	217964	87594	488387	86751	93540	83952	155983	163459	168161	164371	28734	4537132	132927	532416	249759	166200	107615	130134	8243	66257	80712	25454	37194	306013	32004	186025	154799	3186549	116088	80029	607419	306756	199072	153825	125571	41899	387090	154274	9630	118972	952529	289895	456278	431475	11469	47338	37147	242403	42211	20600	21197	626503	78812	15887	4113	40673	6436	58173	60468	79630	26155	53615	213654	101846	41245	53428	1851202	237548	61009	14567	16655	14477	5416	11866	6697	11416	99164	98305	283965	4609
097	26871312	1128194	5294272	942721	1161622	13627240	1908984	2034202	279375	5886132	521820	3567856	2766731	120600	1118878	128223	125020	394193	768091	163755	112954	158601	1208330	2543551	40254	225644	149514	76902	135329	118564	13499	2801	28650	182010	637015	202687	81929	512761	99973	129635	71338	239566	135409	152641	195107	22507	4291169	153363	562411	287675	213782	112765	115900	2576	49961	96379	27075	35785	280610	58867	182299	142665	3179732	145361	59243	934595	312706	147971	121891	85466	41343	417130	205158	11726	176287	960891	356698	526761	390520	34806	47269	49030	272493	46693	11534	20703	1037075	76614	22731	6329	59323	10477	87835	87692	98425	31377	60418	276968	174146	41070	75884	2321182	132514	89742	9214	23145	13166	1294	2714	4646	26702	98856	145271	661351	4712
098	25874887	1308654	5046608	763392	953363	11842879	1768232	2186909	266860	5231286	365096	3230798	2675831	120145	1024718	155189	148347	407852	433811	147368	124646	150473	979110	2431627	33503	186132	148661	76982	111221	151086	21220	527	101013	190161	494869	173309	76418	485379	109150	106469	84470	192422	180341	143890	158158	52661	4386809	110304	595277	264997	184419	111600	126893	1292	57135	108066	20384	46601	258698	64365	212194	132316	3017490	190777	61744	818164	332024	152863	114824	104783	64373	341214	93051	10693	149123	999731	252313	472720	420411	33233	51007	42960	235256	64088	22576	25569	851718	86733	9779	6600	64949	8777	64225	71905	90292	39523	65652	282362	112233	62455	58946	1478993	302617	68497	9395	26133	9242	491	8408	6607	17878	111858	102481	367003	9080
099	29085929	1621724	5060348	949687	1024088	12952135	1919565	2226853	333042	6151102	397581	3312734	3170584	111946	1165461	161283	155045	455807	441521	191216	146577	195455	1153363	2711830	40540	398251	163326	74263	129454	185210	22013	15610	471039	180325	450944	239812	69890	673726	86840	126730	99804	235098	169928	192582	191867	45345	4355441	167380	522403	286567	243769	97395	126123	3998	52967	76815	32194	117059	241995	53737	378747	138509	2641132	135381	44904	624589	265154	156319	92108	128570	94328	259601	75106	6875	151168	923952	219032	580231	388369	37102	51771	54743	213475	86592	44675	22989	823269	75874	10938	4660	52299	10800	61427	55070	63624	37452	56579	235639	88221	69385	45664	1025996	325469	69932	12271	20022	8846	2243	12908	5727	10525	117483	97682	277397	2965
100	30319894	1418691	4910149	804463	1246802	8059141	1909190	2106217	317403	6329359	461300	2143238	2755853	116317	1092993	179503	155169	481893	528146	202465	156126	208031	974444	2339487	42498	333726	168719	114963	144009	134180	16384	10123	169170	213239	695992	295119	92752	701202	88773	156847	114557	226779	112345	220415	184110	42166	2798729	209018	138336	259594	154734	37326	163963	1633	39918	36244	30574	58246	87355	69611	359350	161343	1560706	119069	28967	177140	52361	250808	26524	124865	122809	116107	231817	5712	41405	171824	119635	515406	118429	21443	48340	19961	40954	80590	8935	30309	141451	53288	9476	8885	8357	4790	53368	15425	11795	6450	3993	43102	20830	55488	16370	60967	75403	13240	12593	1544	10099	1367	3541	6043	1366	123209	36148	35765	4194
101	32820100	1535282	4780785	1079959	889101	14153365	1947121	1908778	322904	7046744	501359	3428676	3219518	132288	1211277	184848	160045	506257	526020	194627	181764	223422	1170383	2585188	49343	496750	161310	80723	155847	191765	8570	12986	316471	238375	364213	312896	70213	791333	59751	135292	113027	236174	159339	222150	121997	48407	3253477	228254	246653	273305	211352	68886	109111	1329	52743	67877	39456	149826	197637	60780	768562	165250	1369179	92993	118167	919780	133002	171162	80187	131360	131212	148456	190659	5989	148488	422474	134575	555296	218022	16707	43055	81555	107730	78072	62216	23317	925753	49246	11866	9896	45713	16288	54855	68666	43308	17298	33043	233316	104232	65966	64117	562651	207670	82548	9600	14281	7502	2304	8761	7513	14684	103265	91792	383188	2973
102	36447958	2083895	6046823	987737	897820	14151961	2371040	2543238	395434	7066160	514805	3671871	3645220	115450	1531402	177387	220458	621994	325448	201005	186656	245964	1453018	3125107	59448	367961	194913	89903	191784	213593	36876	5519	251238	236103	388305	277082	114540	833039	130609	98818	126734	273771	211128	264112	219634	59753	5569976	220065	782987	339712	182370	138603	146065	4081	74878	22400	47127	36707	363603	84113	418157	177811	4003786	152395	135081	106	425322	172397	146388	179586	112839	338350	78387	7948	4685	1438741	320315	682079	541722	21098	57831	5675	297726	85731	42100	32355	1803	59444	5044	10448	2305	13	69435	614	78225	6934	11769	199	1380	81835	42	963565	170267	8	6961	30000	9106	168	1899	2534	1113	141631	13592	1293	3638
103	27088862	1464872	5102869	927817	1244543	11991921	1852199	2022307	320622	5648631	505686	3180085	2946010	128524	1069706	162699	123721	421819	836720	154021	126821	155480	1244882	2637619	45640	398136	143701	131710	116679	142082	11976	53771	376364	159133	596023	255743	138593	543375	80470	133193	89770	166316	128533	153937	270988	28770	3832390	180385	459454	312741	248400	100059	136736	119	44798	70973	79784	44037	211473	59279	344598	220542	2293222	187330	46357	572609	233472	180327	92962	159961	86085	295974	187019	4691	121997	762886	236511	676190	277001	3975	44533	39943	183951	63884	40470	23890	665981	77214	22088	8818	45177	10748	60938	55383	76148	17531	49006	192516	87809	68805	53024	1731032	107682	64346	9116	16246	15268	3606	3939	8769	12077	98804	95520	365706	3703
104	31123079	1688593	5947095	878557	1188273	15168091	2158973	2712441	383796	6561549	420939	4088926	3723562	149408	1379708	222529	178621	491200	692951	160189	149460	224055	1579973	3270227	50975	355027	160885	184116	137675	178773	40951	8205	345988	235484	729757	192058	140987	654758	111986	183789	108129	219600	149574	218964	348390	75295	4971086	229237	659609	356389	236958	107880	185355	752	58595	142533	150740	69966	284784	72850	361733	257191	3217786	131153	119039	1293029	315879	275678	111827	269745	105158	349773	207592	4826	262603	1132092	271890	775365	444157	5005	51691	65826	256997	102308	39355	29849	1365890	68235	21376	9242	81532	11648	62521	119349	105429	44326	86181	456473	152142	69058	90767	1666315	621854	113701	7041	18900	11903	1480	8986	5201	27144	112638	170251	729140	3184
105	29018150	1552908	5699527	894464	1233147	12840802	1989635	2402778	305385	5753455	458508	3545182	3187552	145417	1183698	194888	152961	456696	692120	217748	112147	168904	1355130	2979274	43523	350938	169950	136439	121029	172680	29914	10147	243606	176341	620211	176298	119141	525107	168036	105584	77813	260609	158400	173718	271606	16396	4276650	157230	567266	343978	153863	95982	127143	787	51294	126460	80574	48241	237179	66749	360771	212884	2860948	120177	108556	961914	300977	218193	107842	174971	97858	316860	172932	14934	206200	1002587	245306	752825	400675	11370	51490	58077	223360	86341	37904	25637	1087273	85903	16048	8374	66278	9914	75072	91238	77064	33220	76084	349168	124154	74701	71212	1543212	217305	86512	10544	20255	15219	119	6939	8930	22177	113982	127603	530479	5800
106	27178491	1559437	4717774	926458	995184	12645155	1819974	2037701	302936	5824966	432777	3313775	2906601	115863	1091790	122577	144780	461713	609065	172285	133346	169128	1141911	2416780	40236	280530	144894	97314	142578	155321	13877	34100	444925	190576	521483	263309	80793	550547	82343	115707	99771	196074	149459	188299	204088	52082	3969202	152781	446781	292806	157019	108065	127124	1457	63749	52430	45067	80911	245056	72417	350806	100383	2280648	149356	57252	355971	217755	166488	98686	136700	88433	303660	97798	5651	78948	708564	221060	565351	305830	8971	52430	29327	201951	65907	43960	16826	347616	52198	10273	5205	19696	4195	56615	24535	67127	12561	28863	107340	49356	47558	20252	1032376	185651	34629	9316	11004	10510	2821	7217	7585	5162	95696	55193	134495	7068
107	33531705	1457518	5993102	987669	1095439	17054128	2165796	2823819	370911	7648837	435149	4393038	3916107	137085	1564942	233051	202443	567822	528768	214479	184554	223094	1485015	3417774	63632	372581	171753	148267	171503	258218	41103	995	300889	281911	604214	233647	116306	882143	79643	159862	115143	309922	223165	259722	295697	27420	6383975	255286	906835	359271	203942	148080	185091	1470	61060	72877	106785	70405	420718	71273	351223	253138	4597979	124701	96727	452771	419056	196097	166337	134000	78831	428699	172416	10001	104946	1476629	373682	731468	540247	15113	45856	33685	368665	97691	32135	34415	455707	65197	15458	5119	31537	8069	70466	36676	114214	19053	40375	138395	45601	75784	28965	2321991	326749	38509	13080	24786	16423	2663	10859	7452	4686	103537	61088	160886	2512
108	33897960	2117486	6771737	1219582	1373391	15733985	2507995	2966434	474854	7381606	493984	4539432	3948508	122052	1625971	185468	236645	678218	590252	234593	175382	203007	1822244	3756992	58920	430040	215251	215661	180161	278934	61768	1977	239731	286204	736611	220562	150184	768518	143271	181664	112858	332444	189132	260182	443616	30014	5315462	241291	754682	402145	176819	139762	135178	2475	71968	113811	158159	56932	317720	106566	396074	266457	3548027	282383	75592	839293	446177	253333	122867	222007	135279	265956	143522	12762	199085	1523153	307288	973445	583115	3598	58623	52408	258955	124375	41458	44070	994496	78907	16788	9948	87805	8263	91382	79129	85460	50604	89303	390767	89959	76544	59959	1436813	401030	72507	14750	34089	9250	974	9114	8709	14219	130381	118397	290779	4491
